sfdr fdr k th h2 pnc pc nc i j maf_l maf_u
0.621052631578947 0.618181818181818 all 0.6 0.2 0.2 0.5 1000 1 3 0.01 0.05
0.648351648351648 0.648854961832061 all 0.8 0.2 0.2 0.5 1000 1 3 0.01 0.05
0.80225988700565 0.805882352941176 all 0.9 0.2 0.2 0.5 1000 1 3 0.01 0.05
0.508620689655172 0.504385964912281 all 0 0.2 0.2 0.5 1000 1 1 0.01 0.05
0.517543859649123 0.513392857142857 all 0.2 0.2 0.2 0.5 1000 1 1 0.01 0.05
0.564593301435407 0.563725490196078 all 0.4 0.2 0.2 0.5 1000 1 1 0.01 0.05
0.670454545454545 0.672514619883041 all 0.6 0.2 0.2 0.5 1000 1 1 0.01 0.05
0.698224852071006 0.701219512195122 all 0.8 0.2 0.2 0.5 1000 1 1 0.01 0.05
0.813559322033898 0.817391304347826 all 0.9 0.2 0.2 0.5 1000 1 1 0.01 0.05
0.524324324324324 0.524590163934426 all 0 0.2 0.2 0.5 1000 1 2 0.01 0.05
0.530054644808743 0.530386740331492 all 0.2 0.2 0.2 0.5 1000 1 2 0.01 0.05
0.538888888888889 0.539325842696629 all 0.4 0.2 0.2 0.5 1000 1 2 0.01 0.05
0.557471264367816 0.558139534883721 all 0.6 0.2 0.2 0.5 1000 1 2 0.01 0.05
0.570588235294118 0.571428571428571 all 0.8 0.2 0.2 0.5 1000 1 2 0.01 0.05
0.742268041237113 0.760416666666667 all 0.9 0.2 0.2 0.5 1000 1 2 0.01 0.05
0.509090909090909 0.512820512820513 all 0 0.2 0.2 0.5 1000 1 6 0.01 0.05
0.509090909090909 0.512820512820513 all 0.2 0.2 0.2 0.5 1000 1 6 0.01 0.05
0.538461538461538 0.555555555555556 all 0.4 0.2 0.2 0.5 1000 1 6 0.01 0.05
0.56 0.571428571428571 all 0.6 0.2 0.2 0.5 1000 1 6 0.01 0.05
0.636363636363636 0.689655172413793 all 0.8 0.2 0.2 0.5 1000 1 6 0.01 0.05
0.642857142857143 0.65 all 0.9 0.2 0.2 0.5 1000 1 6 0.01 0.05
0.532608695652174 0.559210526315789 all 0 0.2 0.2 0.5 1000 1 5 0.01 0.05
0.556818181818182 0.578231292517007 all 0.2 0.2 0.2 0.5 1000 1 5 0.01 0.05
0.563218390804598 0.598591549295775 all 0.4 0.2 0.2 0.5 1000 1 5 0.01 0.05
0.6125 0.648854961832061 all 0.6 0.2 0.2 0.5 1000 1 5 0.01 0.05
0.710144927536232 0.720338983050847 all 0.8 0.2 0.2 0.5 1000 1 5 0.01 0.05
0.775510204081633 0.811764705882353 all 0.9 0.2 0.2 0.5 1000 1 5 0.01 0.05
0.53125 0.534883720930233 all 0 0.2 0.2 0.5 1000 1 10 0.01 0.05
0.53125 0.534883720930233 all 0.2 0.2 0.2 0.5 1000 1 10 0.01 0.05
0.53968253968254 0.547619047619048 all 0.4 0.2 0.2 0.5 1000 1 10 0.01 0.05
0.586206896551724 0.605263157894737 all 0.6 0.2 0.2 0.5 1000 1 10 0.01 0.05
0.62962962962963 0.657142857142857 all 0.8 0.2 0.2 0.5 1000 1 10 0.01 0.05
0.705882352941177 0.782608695652174 all 0.9 0.2 0.2 0.5 1000 1 10 0.01 0.05
0.661217817736003 0.662027420024927 all 0 0.2 0.2 0.5 5000 1 7 0.01 0.05
0.690420311499893 0.690574214517876 all 0.2 0.2 0.2 0.5 5000 1 7 0.01 0.05
0.714664310954064 0.715375982042649 all 0.4 0.2 0.2 0.5 5000 1 7 0.01 0.05
0.742883379247016 0.744626168224299 all 0.6 0.2 0.2 0.5 5000 1 7 0.01 0.05
0.761232651140908 0.762987790280105 all 0.8 0.2 0.2 0.5 5000 1 7 0.01 0.05
0.775030902348579 0.779730153749608 all 0.9 0.2 0.2 0.5 5000 1 7 0.01 0.05
0.554371785451874 0.554307116104869 all 0 0.2 0.2 0.5 5000 1 8 0.01 0.05
0.577055449330784 0.577448302770191 all 0.2 0.2 0.2 0.5 5000 1 8 0.01 0.05
0.598097502972652 0.599432968813285 all 0.4 0.2 0.2 0.5 5000 1 8 0.01 0.05
0.623811492352212 0.624472573839662 all 0.6 0.2 0.2 0.5 5000 1 8 0.01 0.05
0.639677829588809 0.640138408304498 all 0.8 0.2 0.2 0.5 5000 1 8 0.01 0.05
0.614976805831677 0.617567567567568 all 0.9 0.2 0.2 0.5 5000 1 8 0.01 0.05
0.661308623298033 0.661185468451243 all 0 0.2 0.2 0.5 5000 1 4 0.01 0.05
0.697308075772682 0.6980218005652 all 0.2 0.2 0.2 0.5 5000 1 4 0.01 0.05
0.732816429170159 0.733404029692471 all 0.4 0.2 0.2 0.5 5000 1 4 0.01 0.05
0.755454741844891 0.756342957130359 all 0.6 0.2 0.2 0.5 5000 1 4 0.01 0.05
0.770264317180617 0.771702744923008 all 0.8 0.2 0.2 0.5 5000 1 4 0.01 0.05
0.794681155275951 0.797570850202429 all 0.9 0.2 0.2 0.5 5000 1 4 0.01 0.05
0.789778261616914 0.790695009453962 all 0 0.2 0.2 0.5 5000 1 9 0.01 0.05
0.834382566585956 0.835148874364561 all 0.2 0.2 0.2 0.5 5000 1 9 0.01 0.05
0.857747355320473 0.858369098712446 all 0.4 0.2 0.2 0.5 5000 1 9 0.01 0.05
0.876231644523552 0.876858558902021 all 0.6 0.2 0.2 0.5 5000 1 9 0.01 0.05
0.884780794659477 0.885466794995188 all 0.8 0.2 0.2 0.5 5000 1 9 0.01 0.05
0.90467208357516 0.905434782608696 all 0.9 0.2 0.2 0.5 5000 1 9 0.01 0.05
0.818574693538334 0.818907790209208 all 0 0.2 0.2 0.5 5000 1 3 0.01 0.05
0.864332411916985 0.864538508825854 all 0.2 0.2 0.2 0.5 5000 1 3 0.01 0.05
0.883561336622561 0.883747026347682 all 0.4 0.2 0.2 0.5 5000 1 3 0.01 0.05
0.897366982507289 0.8976474879183 all 0.6 0.2 0.2 0.5 5000 1 3 0.01 0.05
0.902630131964809 0.902958037147443 all 0.8 0.2 0.2 0.5 5000 1 3 0.01 0.05
0.923701710746738 0.924069277261415 all 0.9 0.2 0.2 0.5 5000 1 3 0.01 0.05
0.662295081967213 0.662059005570456 all 0 0.2 0.2 0.5 5000 1 1 0.01 0.05
0.69505376344086 0.694739121021866 all 0.2 0.2 0.2 0.5 5000 1 1 0.01 0.05
0.719501335707925 0.719506726457399 all 0.4 0.2 0.2 0.5 5000 1 1 0.01 0.05
0.741624598439651 0.74213691026827 all 0.6 0.2 0.2 0.5 5000 1 1 0.01 0.05
0.756731444626551 0.757375501534104 all 0.8 0.2 0.2 0.5 5000 1 1 0.01 0.05
0.783106435643564 0.784668120909941 all 0.9 0.2 0.2 0.5 5000 1 1 0.01 0.05
0.831755581114158 0.831863887004983 all 0 0.2 0.2 0.5 5000 1 2 0.01 0.05
0.872324631943585 0.872460182464821 all 0.2 0.2 0.2 0.5 5000 1 2 0.01 0.05
0.889323327237182 0.889459911088691 all 0.4 0.2 0.2 0.5 5000 1 2 0.01 0.05
0.903655762391465 0.903764215921832 all 0.6 0.2 0.2 0.5 5000 1 2 0.01 0.05
0.910923066985337 0.911002034423741 all 0.8 0.2 0.2 0.5 5000 1 2 0.01 0.05
0.931711813927103 0.931941441281769 all 0.9 0.2 0.2 0.5 5000 1 2 0.01 0.05
0.57700327673518 0.576086956521739 all 0 0.2 0.2 0.5 5000 1 6 0.01 0.05
0.607590966122961 0.606870229007634 all 0.2 0.2 0.2 0.5 5000 1 6 0.01 0.05
0.630944625407166 0.630952380952381 all 0.4 0.2 0.2 0.5 5000 1 6 0.01 0.05
0.657724957555178 0.65770423991727 all 0.6 0.2 0.2 0.5 5000 1 6 0.01 0.05
0.672335994446373 0.672067629446988 all 0.8 0.2 0.2 0.5 5000 1 6 0.01 0.05
0.680949922560661 0.683438155136268 all 0.9 0.2 0.2 0.5 5000 1 6 0.01 0.05
0.566932119833144 0.571593533487298 all 0 0.2 0.2 0.5 5000 1 5 0.01 0.05
0.601125854443104 0.606369946917109 all 0.2 0.2 0.2 0.5 5000 1 5 0.01 0.05
0.631334459459459 0.638160721959605 all 0.4 0.2 0.2 0.5 5000 1 5 0.01 0.05
0.657431838170624 0.666517055655296 all 0.6 0.2 0.2 0.5 5000 1 5 0.01 0.05
0.672212230215827 0.681505277650298 all 0.8 0.2 0.2 0.5 5000 1 5 0.01 0.05
0.644147157190635 0.661952861952862 all 0.9 0.2 0.2 0.5 5000 1 5 0.01 0.05
0.711866880747336 0.712328767123288 all 0 0.2 0.2 0.5 5000 1 10 0.01 0.05
0.74731841863316 0.748838649736761 all 0.2 0.2 0.2 0.5 5000 1 10 0.01 0.05
0.776468715172743 0.777867138491234 all 0.4 0.2 0.2 0.5 5000 1 10 0.01 0.05
0.798591779924677 0.79973540598644 all 0.6 0.2 0.2 0.5 5000 1 10 0.01 0.05
0.80986383261375 0.811001173905752 all 0.8 0.2 0.2 0.5 5000 1 10 0.01 0.05
0.839040393684642 0.842018196856906 all 0.9 0.2 0.2 0.5 5000 1 10 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 7 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 7 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 7 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 7 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 7 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 7 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 8 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 8 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 8 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 8 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 8 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 8 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 4 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 4 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 4 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 4 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 4 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 4 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 9 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 9 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 9 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 9 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 9 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 9 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 3 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 3 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 3 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 3 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 3 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 3 0.01 0.05
0.642857142857143 0.642857142857143 all 0 0.2 0.5 0.5 100 1 1 0.01 0.05
0.642857142857143 0.642857142857143 all 0.2 0.2 0.5 0.5 100 1 1 0.01 0.05
0.642857142857143 0.642857142857143 all 0.4 0.2 0.5 0.5 100 1 1 0.01 0.05
0.642857142857143 0.642857142857143 all 0.6 0.2 0.5 0.5 100 1 1 0.01 0.05
0.642857142857143 0.642857142857143 all 0.8 0.2 0.5 0.5 100 1 1 0.01 0.05
0.888888888888889 0.888888888888889 all 0.9 0.2 0.5 0.5 100 1 1 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 2 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 2 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 2 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 2 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 2 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 2 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 6 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 6 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 6 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 6 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 6 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 6 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 5 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 5 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 5 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 5 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 5 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 5 0.01 0.05
NaN NaN all 0 0.2 0.5 0.5 100 1 10 0.01 0.05
NaN NaN all 0.2 0.2 0.5 0.5 100 1 10 0.01 0.05
NaN NaN all 0.4 0.2 0.5 0.5 100 1 10 0.01 0.05
NaN NaN all 0.6 0.2 0.5 0.5 100 1 10 0.01 0.05
NaN NaN all 0.8 0.2 0.5 0.5 100 1 10 0.01 0.05
NaN NaN all 0.9 0.2 0.5 0.5 100 1 10 0.01 0.05
0.536764705882353 0.536231884057971 all 0 0.2 0.5 0.5 1000 1 7 0.01 0.05
0.544776119402985 0.544117647058823 all 0.2 0.2 0.5 0.5 1000 1 7 0.01 0.05
0.557251908396947 0.556390977443609 all 0.4 0.2 0.5 0.5 1000 1 7 0.01 0.05
0.579365079365079 0.578125 all 0.6 0.2 0.5 0.5 1000 1 7 0.01 0.05
0.598360655737705 0.596774193548387 all 0.8 0.2 0.5 0.5 1000 1 7 0.01 0.05
0.767123287671233 0.77027027027027 all 0.9 0.2 0.5 0.5 1000 1 7 0.01 0.05
0.515 0.502369668246445 all 0 0.2 0.5 0.5 1000 1 8 0.01 0.05
0.522842639593909 0.509615384615385 all 0.2 0.2 0.5 0.5 1000 1 8 0.01 0.05
0.542105263157895 0.522167487684729 all 0.4 0.2 0.5 0.5 1000 1 8 0.01 0.05
0.591954022988506 0.560846560846561 all 0.6 0.2 0.5 0.5 1000 1 8 0.01 0.05
0.64375 0.61271676300578 all 0.8 0.2 0.5 0.5 1000 1 8 0.01 0.05
0.815533980582524 0.811320754716981 all 0.9 0.2 0.5 0.5 1000 1 8 0.01 0.05
0.522388059701492 0.522388059701492 all 0 0.2 0.5 0.5 1000 1 4 0.01 0.05
0.53030303030303 0.53030303030303 all 0.2 0.2 0.5 0.5 1000 1 4 0.01 0.05
0.538461538461538 0.538461538461538 all 0.4 0.2 0.5 0.5 1000 1 4 0.01 0.05
0.546875 0.546875 all 0.6 0.2 0.5 0.5 1000 1 4 0.01 0.05
0.564516129032258 0.564516129032258 all 0.8 0.2 0.5 0.5 1000 1 4 0.01 0.05
0.8 0.8 all 0.9 0.2 0.5 0.5 1000 1 4 0.01 0.05
0.56420233463035 0.556910569105691 all 0 0.2 0.5 0.5 1000 1 9 0.01 0.05
0.58 0.570833333333333 all 0.2 0.2 0.5 0.5 1000 1 9 0.01 0.05
0.589430894308943 0.580508474576271 all 0.4 0.2 0.5 0.5 1000 1 9 0.01 0.05
0.647321428571429 0.64018691588785 all 0.6 0.2 0.5 0.5 1000 1 9 0.01 0.05
0.683962264150943 0.678217821782178 all 0.8 0.2 0.5 0.5 1000 1 9 0.01 0.05
0.820689655172414 0.817518248175182 all 0.9 0.2 0.5 0.5 1000 1 9 0.01 0.05
0.528169014084507 0.528169014084507 all 0 0.2 0.5 0.5 1000 1 3 0.01 0.05
0.531914893617021 0.531914893617021 all 0.2 0.2 0.5 0.5 1000 1 3 0.01 0.05
0.581395348837209 0.581395348837209 all 0.4 0.2 0.5 0.5 1000 1 3 0.01 0.05
0.6 0.6 all 0.6 0.2 0.5 0.5 1000 1 3 0.01 0.05
0.609756097560976 0.609756097560976 all 0.8 0.2 0.5 0.5 1000 1 3 0.01 0.05
0.76 0.76 all 0.9 0.2 0.5 0.5 1000 1 3 0.01 0.05
0.538961038961039 0.541935483870968 all 0 0.2 0.5 0.5 1000 1 1 0.01 0.05
0.560810810810811 0.563758389261745 all 0.2 0.2 0.5 0.5 1000 1 1 0.01 0.05
0.568493150684932 0.571428571428571 all 0.4 0.2 0.5 0.5 1000 1 1 0.01 0.05
0.610294117647059 0.613138686131387 all 0.6 0.2 0.5 0.5 1000 1 1 0.01 0.05
0.638461538461538 0.641221374045801 all 0.8 0.2 0.5 0.5 1000 1 1 0.01 0.05
0.831325301204819 0.833333333333333 all 0.9 0.2 0.5 0.5 1000 1 1 0.01 0.05
0.516528925619835 0.516806722689076 all 0 0.2 0.5 0.5 1000 1 2 0.01 0.05
0.525210084033613 0.525641025641026 all 0.2 0.2 0.5 0.5 1000 1 2 0.01 0.05
0.543478260869565 0.544247787610619 all 0.4 0.2 0.5 0.5 1000 1 2 0.01 0.05
0.578703703703704 0.577464788732394 all 0.6 0.2 0.5 0.5 1000 1 2 0.01 0.05
0.595238095238095 0.594202898550725 all 0.8 0.2 0.5 0.5 1000 1 2 0.01 0.05
0.776 0.772357723577236 all 0.9 0.2 0.5 0.5 1000 1 2 0.01 0.05
0.510204081632653 0.510204081632653 all 0 0.2 0.5 0.5 1000 1 6 0.01 0.05
0.531914893617021 0.531914893617021 all 0.2 0.2 0.5 0.5 1000 1 6 0.01 0.05
0.531914893617021 0.531914893617021 all 0.4 0.2 0.5 0.5 1000 1 6 0.01 0.05
0.581395348837209 0.581395348837209 all 0.6 0.2 0.5 0.5 1000 1 6 0.01 0.05
0.625 0.625 all 0.8 0.2 0.5 0.5 1000 1 6 0.01 0.05
0.76 0.76 all 0.9 0.2 0.5 0.5 1000 1 6 0.01 0.05
0.511627906976744 0.511627906976744 all 0 0.2 0.5 0.5 1000 1 5 0.01 0.05
0.523809523809524 0.523809523809524 all 0.2 0.2 0.5 0.5 1000 1 5 0.01 0.05
0.523809523809524 0.523809523809524 all 0.4 0.2 0.5 0.5 1000 1 5 0.01 0.05
0.578947368421053 0.578947368421053 all 0.6 0.2 0.5 0.5 1000 1 5 0.01 0.05
0.594594594594595 0.594594594594595 all 0.8 0.2 0.5 0.5 1000 1 5 0.01 0.05
0.636363636363636 0.636363636363636 all 0.9 0.2 0.5 0.5 1000 1 5 0.01 0.05
